wl_home,season,days_between_games_home,avg_min_home,avg_fgm_home,avg_fga_home,avg_3pm_home,avg_3pa_home,avg_ftm_home,avg_fta_home,avg_oreb_home,avg_dreb_home,avg_treb_home,avg_ast_home,avg_stl_home,avg_blk_home,avg_tov_home,avg_pf_home,avg_pts_home,avg_plus_minus_home,avg_3pm_diff_home,avg_ftm_diff_home,avg_reb_diff_home,avg_win_home,avg_fg_pct_home,avg_3p_pct_home,avg_ft_pct_home,avg_true_pct_home,days_between_games_away,avg_min_away,avg_fgm_away,avg_fga_away,avg_3pm_away,avg_3pa_away,avg_ftm_away,avg_fta_away,avg_oreb_away,avg_dreb_away,avg_treb_away,avg_ast_away,avg_stl_away,avg_blk_away,avg_tov_away,avg_pf_away,avg_pts_away,avg_plus_minus_away,avg_3pm_diff_away,avg_ftm_diff_away,avg_reb_diff_away,avg_win_away,avg_fg_pct_away,avg_3p_pct_away,avg_ft_pct_away,avg_true_pct_away
1,2019,2,241.66666666666666,43.0,86.2,15.133333333333333,35.6,15.2,18.933333333333334,7.066666666666666,37.93333333333333,45.0,28.4,8.2,6.066666666666666,15.066666666666666,20.333333333333332,116.33333333333333,9.533333333333333,3.933333333333333,-0.5333333333333333,-0.4,0.6666666666666666,0.4988399071925754,0.4250936329588015,0.8028169014084507,0.6153206014274027,2,240.0,39.86666666666667,88.4,10.533333333333333,31.8,14.733333333333333,20.866666666666667,10.8,34.93333333333333,45.733333333333334,25.266666666666666,8.333333333333334,4.8,12.933333333333334,20.466666666666665,105.0,0.9333333333333333,-2.1333333333333333,-2.4,0.0,0.5333333333333333,0.45098039215686275,0.3312368972746331,0.7060702875399361,0.538012734676031
0,2019,2,243.33333333333334,39.6,88.13333333333334,11.066666666666666,31.933333333333334,20.533333333333335,26.066666666666666,10.133333333333333,33.8,43.93333333333333,25.333333333333332,8.6,5.0,13.6,20.333333333333332,110.8,-3.533333333333333,-2.4,1.1333333333333333,-1.4666666666666666,0.4666666666666667,0.4493192133131619,0.3465553235908142,0.7877237851662404,0.5562100077641831,2,241.66666666666666,40.333333333333336,88.8,13.066666666666666,38.93333333333333,17.0,22.666666666666668,9.6,35.266666666666666,44.86666666666667,25.266666666666666,4.8,4.133333333333334,11.666666666666666,20.2,110.73333333333333,-0.06666666666666667,2.0,-1.1333333333333333,-0.8,0.26666666666666666,0.4542042042042042,0.3356164383561644,0.75,0.560542656587473
1,2019,2,241.66666666666666,39.8,88.66666666666667,17.666666666666668,47.266666666666666,17.466666666666665,21.8,9.133333333333333,34.6,43.733333333333334,21.8,8.2,3.8,12.066666666666666,19.866666666666667,114.73333333333333,12.066666666666666,7.666666666666667,1.8666666666666667,-3.7333333333333334,0.8,0.4488721804511278,0.37376586741889983,0.8012232415902141,0.5838331478817814,2,243.33333333333334,41.0,87.26666666666667,9.466666666666667,28.2,19.266666666666666,24.733333333333334,9.133333333333333,31.6,40.733333333333334,23.733333333333334,8.066666666666666,5.8,15.066666666666666,23.0,110.73333333333333,-6.866666666666666,-1.4666666666666666,-2.3333333333333335,-7.866666666666666,0.3333333333333333,0.4698242933537051,0.33569739952718675,0.7789757412398922,0.5641063956963539
1,2019,2,240.0,36.2,83.26666666666667,9.533333333333333,29.066666666666666,17.666666666666668,23.0,9.0,36.2,45.2,20.266666666666666,5.2,5.866666666666666,16.133333333333333,19.2,99.6,-13.933333333333334,-3.0,0.9333333333333333,-0.26666666666666666,0.13333333333333333,0.4347477982385909,0.32798165137614677,0.7681159420289855,0.5332667047401485,2,243.33333333333334,41.666666666666664,89.66666666666667,10.466666666666667,32.06666666666667,19.666666666666668,25.333333333333332,10.2,34.333333333333336,44.53333333333333,24.466666666666665,7.466666666666667,4.266666666666667,13.666666666666666,18.733333333333334,113.46666666666667,-3.8,-1.0,4.933333333333334,-2.2,0.3333333333333333,0.4646840148698885,0.3264033264033264,0.7763157894736842,0.5627562491733897
0,2019,2,243.33333333333334,41.8,91.66666666666667,10.2,29.333333333333332,18.2,22.933333333333334,10.4,33.8,44.2,24.533333333333335,7.733333333333333,4.333333333333333,12.8,19.0,112.0,-6.066666666666666,-3.8666666666666667,3.533333333333333,-2.466666666666667,0.4,0.456,0.3477272727272727,0.7936046511627907,0.5503288870253413,2,243.33333333333334,40.86666666666667,94.93333333333334,11.733333333333333,35.333333333333336,15.6,22.4,13.533333333333333,34.4,47.93333333333333,22.333333333333332,7.466666666666667,5.466666666666667,13.666666666666666,21.8,109.06666666666666,-0.13333333333333333,-0.7333333333333333,-2.6,1.7333333333333334,0.4666666666666667,0.43047752808988765,0.3320754716981132,0.6964285714285714,0.5204092019543974
1,2019,1,241.66666666666666,43.93333333333333,92.0,14.333333333333334,38.733333333333334,19.866666666666667,25.4,8.933333333333334,41.86666666666667,50.8,26.6,7.533333333333333,5.133333333333334,13.066666666666666,18.8,122.06666666666666,8.733333333333333,-0.13333333333333333,5.133333333333334,4.0,0.6666666666666666,0.47753623188405797,0.37005163511187605,0.7821522309711286,0.5915458375332764,2,241.66666666666666,43.4,97.0,14.066666666666666,41.8,16.2,21.133333333333333,11.8,35.733333333333334,47.53333333333333,26.733333333333334,8.866666666666667,4.866666666666666,13.333333333333334,22.933333333333334,117.06666666666666,-3.2666666666666666,0.8666666666666667,-6.0,-2.2,0.4666666666666667,0.44742268041237115,0.3365231259968102,0.7665615141955836,0.5506497416085495
0,2019,2,241.66666666666666,41.333333333333336,89.86666666666666,10.066666666666666,31.4,19.4,24.933333333333334,10.933333333333334,33.6,44.53333333333333,24.0,7.733333333333333,4.2,13.0,18.266666666666666,112.13333333333334,-3.6666666666666665,-1.7333333333333334,5.133333333333334,-1.4,0.3333333333333333,0.4599406528189911,0.3205944798301486,0.7780748663101604,0.5560110012164807,2,240.0,42.666666666666664,90.8,11.733333333333333,32.06666666666667,16.0,20.4,8.8,34.333333333333336,43.13333333333333,26.266666666666666,7.533333333333333,4.666666666666667,12.2,19.866666666666667,113.06666666666666,-0.6666666666666666,0.26666666666666666,-1.3333333333333333,-3.4,0.5333333333333333,0.4698972099853157,0.3659043659043659,0.7843137254901961,0.5666025229848193
0,2019,2,245.0,43.93333333333333,96.4,11.333333333333334,34.06666666666667,14.733333333333333,19.933333333333334,11.4,36.93333333333333,48.333333333333336,27.0,7.0,4.666666666666667,16.466666666666665,19.933333333333334,113.93333333333334,-10.8,-1.8666666666666667,-3.3333333333333335,-1.2,0.2,0.4557399723374827,0.33268101761252444,0.7391304347826086,0.5416592712796978,2,241.66666666666666,44.666666666666664,89.26666666666667,14.4,36.0,11.8,15.133333333333333,9.066666666666666,37.0,46.06666666666667,31.0,8.133333333333333,6.266666666666667,14.933333333333334,21.266666666666666,115.53333333333333,9.666666666666666,4.0,-7.266666666666667,0.6666666666666666,0.7333333333333333,0.5003734129947722,0.4,0.7797356828193832,0.6022044923829645
0,2019,2,243.33333333333334,42.13333333333333,91.73333333333333,10.066666666666666,29.066666666666666,18.466666666666665,23.466666666666665,10.4,33.46666666666667,43.86666666666667,24.8,8.133333333333333,4.333333333333333,12.8,19.133333333333333,112.8,-5.333333333333333,-4.0,3.466666666666667,-3.066666666666667,0.4,0.45930232558139533,0.3463302752293578,0.7869318181818182,0.5526233277591973,2,243.33333333333334,42.06666666666667,85.4,15.333333333333334,35.86666666666667,16.2,20.133333333333333,6.866666666666666,37.86666666666667,44.733333333333334,28.066666666666666,8.0,5.6,14.733333333333333,20.533333333333335,115.66666666666667,8.533333333333333,3.933333333333333,0.06666666666666667,-0.9333333333333333,0.6666666666666666,0.492583918813427,0.4275092936802974,0.804635761589404,0.6135598494921775
1,2019,2,243.33333333333334,40.53333333333333,89.4,13.2,39.4,18.0,23.866666666666667,9.666666666666666,35.8,45.46666666666667,25.866666666666667,4.666666666666667,4.266666666666667,11.2,20.733333333333334,112.26666666666667,0.4,1.8,-0.8666666666666667,-0.5333333333333333,0.3333333333333333,0.453392990305742,0.3350253807106599,0.7541899441340782,0.5618877292261698,2,243.33333333333334,41.266666666666666,88.06666666666666,9.4,28.533333333333335,19.2,24.666666666666668,9.4,32.06666666666667,41.46666666666667,24.066666666666666,7.866666666666666,5.2,15.066666666666666,22.533333333333335,111.13333333333334,-10.0,-2.933333333333333,-2.1333333333333333,-7.533333333333333,0.26666666666666666,0.46858440575321725,0.3294392523364486,0.7783783783783784,0.5617333872489554
1,2019,2,241.66666666666666,40.86666666666667,94.06666666666666,12.133333333333333,35.8,15.4,22.0,13.4,33.733333333333334,47.13333333333333,23.2,7.4,5.4,13.533333333333333,21.733333333333334,109.26666666666667,-0.26666666666666666,-0.4,-1.8666666666666667,2.2,0.4666666666666667,0.4344436569808646,0.33891992551210426,0.7,0.5266032643619072,2,241.66666666666666,41.2,89.46666666666667,18.4,47.6,17.6,21.733333333333334,9.066666666666666,35.4,44.46666666666667,22.866666666666667,8.6,3.8666666666666667,11.8,19.6,118.4,14.4,8.266666666666667,2.4,-2.4,0.8,0.46050670640834573,0.3865546218487395,0.8098159509202454,0.5978026712623868
0,2019,3,241.66666666666666,41.53333333333333,90.0,7.266666666666667,21.6,15.866666666666667,20.866666666666667,10.933333333333334,33.13333333333333,44.06666666666667,21.266666666666666,6.866666666666666,3.4,13.8,18.933333333333334,106.2,-11.266666666666667,-4.2,-1.2,-1.0666666666666667,0.26666666666666666,0.4614814814814815,0.33641975308641975,0.7603833865814696,0.5353830021778292,2,240.0,36.6,83.46666666666667,10.266666666666667,30.333333333333332,17.266666666666666,22.6,8.933333333333334,36.06666666666667,45.0,20.733333333333334,5.133333333333334,6.0,15.666666666666666,18.6,100.73333333333333,-13.0,-2.1333333333333333,0.7333333333333333,-1.7333333333333334,0.2,0.43849840255591055,0.3384615384615385,0.7640117994100295,0.5391960946644209
0,2019,2,240.0,41.06666666666667,89.66666666666667,10.4,31.133333333333333,15.666666666666666,19.4,10.2,32.6,42.8,19.0,6.4,1.8,12.533333333333333,18.066666666666666,108.2,-7.866666666666666,-2.6666666666666665,1.7333333333333334,-1.5333333333333334,0.2,0.4579925650557621,0.3340471092077088,0.8075601374570447,0.5509015369575844,2,241.66666666666666,39.333333333333336,91.46666666666667,12.266666666666667,35.8,18.466666666666665,22.666666666666668,9.933333333333334,32.93333333333333,42.86666666666667,22.8,7.533333333333333,3.8,10.266666666666667,17.733333333333334,109.4,-4.666666666666667,-1.8666666666666667,2.6666666666666665,-5.6,0.5333333333333333,0.43002915451895046,0.3426443202979516,0.8147058823529412,0.5392350157728707
0,2019,2,240.0,41.8,91.46666666666667,11.266666666666667,33.6,16.466666666666665,22.0,11.2,36.333333333333336,47.53333333333333,26.4,9.066666666666666,5.333333333333333,15.866666666666667,20.6,111.33333333333333,-0.4,-1.6666666666666667,-1.8,1.0,0.4666666666666667,0.45699708454810495,0.3353174603174603,0.7484848484848485,0.5503559187977853,2,243.33333333333334,44.0,92.66666666666667,10.933333333333334,30.466666666666665,19.266666666666666,24.266666666666666,13.533333333333333,36.53333333333333,50.06666666666667,24.733333333333334,6.133333333333334,4.866666666666666,13.066666666666666,19.0,118.2,8.4,1.3333333333333333,0.26666666666666666,8.4,0.8,0.4748201438848921,0.3588621444201313,0.7939560439560439,0.5718764514630748
1,2019,2,240.0,42.93333333333333,86.93333333333334,13.266666666666667,34.666666666666664,17.066666666666666,23.066666666666666,9.733333333333333,38.0,47.733333333333334,29.066666666666666,7.8,5.666666666666667,14.333333333333334,21.0,116.2,14.2,4.733333333333333,0.6666666666666666,6.666666666666667,0.8,0.4938650306748466,0.38269230769230766,0.7398843930635838,0.5984590452123276,2,240.0,40.86666666666667,88.6,10.533333333333333,31.733333333333334,13.6,17.6,10.466666666666667,34.266666666666666,44.733333333333334,27.0,7.266666666666667,4.333333333333333,12.933333333333334,18.666666666666668,105.86666666666666,1.4666666666666666,1.0,-1.8,0.26666666666666666,0.6666666666666666,0.4612490594431904,0.3319327731092437,0.7727272727272727,0.5494201334108334
1,2019,2,241.66666666666666,39.6,89.8,10.6,32.4,14.066666666666666,19.933333333333334,10.666666666666666,35.733333333333334,46.4,25.0,8.333333333333334,4.6,12.933333333333334,20.933333333333334,103.86666666666666,-0.6666666666666666,-1.8666666666666667,-3.7333333333333334,-0.6,0.4666666666666667,0.44097995545657015,0.3271604938271605,0.705685618729097,0.5268639757601992,3,240.0,41.6,90.4,9.866666666666667,28.133333333333333,21.6,28.4,12.733333333333333,38.733333333333334,51.46666666666667,25.533333333333335,6.2,4.666666666666667,12.866666666666667,20.533333333333335,114.66666666666667,0.9333333333333333,-1.4,2.7333333333333334,7.4,0.6,0.46017699115044247,0.35071090047393366,0.7605633802816901,0.557196910796662
1,2019,2,240.0,36.53333333333333,87.33333333333333,12.2,36.4,16.8,21.8,12.733333333333333,30.533333333333335,43.266666666666666,21.8,7.066666666666666,4.8,12.333333333333334,20.866666666666667,102.06666666666666,-5.0,2.533333333333333,0.2,-2.466666666666667,0.3333333333333333,0.4183206106870229,0.33516483516483514,0.7706422018348624,0.5265221338762484,2,245.0,40.06666666666667,89.4,11.866666666666667,33.4,20.933333333333334,26.666666666666668,10.533333333333333,34.0,44.53333333333333,26.0,8.266666666666667,4.666666666666667,12.733333333333333,20.266666666666666,112.93333333333334,-3.4,-1.8,1.3333333333333333,-0.7333333333333333,0.4666666666666667,0.4481730052199851,0.35528942115768464,0.785,0.5583388266315096
0,2019,1,240.0,36.733333333333334,83.4,10.533333333333333,30.666666666666668,16.866666666666667,22.066666666666666,8.8,36.4,45.2,20.8,4.933333333333334,6.333333333333333,15.6,18.333333333333332,100.86666666666666,-11.8,-1.5333333333333334,0.26666666666666666,-1.3333333333333333,0.26666666666666666,0.4404476418864908,0.34347826086956523,0.7643504531722054,0.5416571199450109,1,240.0,37.06666666666667,86.73333333333333,12.333333333333334,36.4,17.266666666666666,22.6,12.533333333333333,30.133333333333333,42.666666666666664,21.8,7.466666666666667,4.866666666666666,12.066666666666666,20.8,103.73333333333333,-2.6666666666666665,2.7333333333333334,0.4666666666666667,-2.4,0.4,0.42736356648731744,0.33882783882783885,0.7640117994100295,0.5364925249627627
1,2019,3,241.66666666666666,43.06666666666667,88.93333333333334,9.8,26.666666666666668,15.2,18.8,9.266666666666667,35.6,44.86666666666667,25.4,6.133333333333334,5.133333333333334,10.933333333333334,17.4,111.13333333333334,4.4,-1.5333333333333334,0.3333333333333333,1.2666666666666666,0.6666666666666666,0.48425787106446777,0.3675,0.8085106382978723,0.5716421595522879,1,243.33333333333334,41.2,90.46666666666667,13.666666666666666,39.93333333333333,18.0,23.866666666666667,10.2,36.13333333333333,46.333333333333336,26.133333333333333,4.666666666666667,4.066666666666666,11.533333333333333,21.0,114.06666666666666,1.2,2.466666666666667,-1.2666666666666666,0.5333333333333333,0.4,0.45541635961680177,0.34223706176961605,0.7541899441340782,0.5648654359136889
1,2019,3,243.33333333333334,40.266666666666666,90.8,13.266666666666667,37.53333333333333,19.866666666666667,28.0,11.2,37.46666666666667,48.666666666666664,22.6,6.933333333333334,3.933333333333333,15.0,21.6,113.66666666666667,0.4,1.8,1.1333333333333333,-0.3333333333333333,0.5333333333333333,0.4434654919236417,0.35346358792184723,0.7095238095238096,0.5511378329454357,1,241.66666666666666,39.86666666666667,89.46666666666667,10.933333333333334,32.4,14.4,20.066666666666666,10.533333333333333,36.4,46.93333333333333,25.133333333333333,7.866666666666666,5.266666666666667,13.0,20.666666666666668,105.06666666666666,2.2666666666666666,-0.4666666666666667,-3.0,-0.2,0.5333333333333333,0.4456035767511177,0.3374485596707819,0.717607973421927,0.5344401942432381
0,2019,1,241.66666666666666,39.4,90.46666666666667,12.733333333333333,36.13333333333333,18.533333333333335,22.866666666666667,9.866666666666667,33.13333333333333,43.0,23.466666666666665,7.8,4.133333333333334,10.066666666666666,17.0,110.06666666666666,-1.7333333333333334,-1.0,4.066666666666666,-4.533333333333333,0.6,0.4355195283714075,0.35239852398523985,0.8104956268221575,0.5474428351636691,3,241.66666666666666,41.8,91.53333333333333,12.733333333333333,34.666666666666664,16.4,20.733333333333334,12.4,37.06666666666667,49.46666666666667,28.2,7.666666666666667,4.866666666666666,12.733333333333333,17.133333333333333,112.73333333333333,7.533333333333333,2.3333333333333335,2.2666666666666666,6.333333333333333,0.7333333333333333,0.45666423889293517,0.36730769230769234,0.7909967845659164,0.5599931118529116
1,2019,3,240.0,42.13333333333333,87.26666666666667,11.133333333333333,27.533333333333335,22.4,28.6,10.133333333333333,35.333333333333336,45.46666666666667,26.266666666666666,7.733333333333333,4.133333333333334,14.266666666666667,22.933333333333334,117.8,1.2666666666666666,-0.2,3.466666666666667,0.9333333333333333,0.6666666666666666,0.4828113063407181,0.4043583535108959,0.7832167832167832,0.5898808887939323,1,240.0,43.53333333333333,86.26666666666667,13.066666666666666,33.6,18.0,24.2,9.6,38.13333333333333,47.733333333333334,29.2,7.333333333333333,5.6,14.4,20.733333333333334,118.13333333333334,15.466666666666667,4.2,1.9333333333333333,7.8,0.8666666666666667,0.5046367851622875,0.3888888888888889,0.743801652892562,0.6094708747214044
1,2019,1,240.0,41.93333333333333,90.6,10.0,28.066666666666666,21.333333333333332,27.933333333333334,12.0,38.6,50.6,25.666666666666668,6.333333333333333,4.4,12.666666666666666,20.666666666666668,115.2,0.4666666666666667,-1.2666666666666666,2.0,6.466666666666667,0.6,0.4628403237674761,0.35629453681710216,0.7637231503579952,0.5598175409496163,1,241.66666666666666,40.8,89.33333333333333,7.333333333333333,21.533333333333335,15.8,21.0,10.266666666666667,34.0,44.266666666666666,20.8,6.866666666666666,3.466666666666667,13.4,19.0,104.73333333333333,-12.0,-4.533333333333333,-0.5333333333333333,-1.8666666666666667,0.2,0.45671641791044776,0.34055727554179566,0.7523809523809524,0.5312457730285406
1,2019,1,240.0,40.2,88.8,10.133333333333333,31.4,13.666666666666666,18.066666666666666,10.2,34.2,44.4,25.933333333333334,7.466666666666667,4.133333333333334,12.466666666666667,19.466666666666665,104.2,-0.9333333333333333,0.6666666666666666,-2.533333333333333,-0.9333333333333333,0.6,0.4527027027027027,0.3227176220806794,0.7564575645756457,0.5385050026184505,1,241.66666666666666,41.266666666666666,90.2,10.133333333333333,29.466666666666665,17.8,22.8,9.533333333333333,33.0,42.53333333333333,24.866666666666667,8.2,4.733333333333333,12.933333333333334,19.066666666666666,110.46666666666667,-7.0,-3.933333333333333,3.2,-4.666666666666667,0.3333333333333333,0.4575018477457502,0.3438914027149321,0.7807017543859649,0.5510548859978184
1,2019,1,243.33333333333334,43.6,92.93333333333334,10.8,31.0,18.666666666666668,23.333333333333332,13.466666666666667,36.13333333333333,49.6,24.666666666666668,6.333333333333333,5.066666666666666,12.866666666666667,18.133333333333333,116.66666666666667,8.133333333333333,1.1333333333333333,0.6,7.4,0.8,0.46915351506456243,0.34838709677419355,0.8,0.5652454780361758,3,240.0,44.2,94.66666666666667,11.266666666666667,29.133333333333333,15.733333333333333,21.266666666666666,12.2,34.0,46.2,25.133333333333333,7.933333333333334,3.7333333333333334,11.4,18.933333333333334,115.4,-0.6666666666666666,-1.5333333333333334,-1.0,0.8666666666666667,0.4,0.4669014084507042,0.38672768878718533,0.7398119122257053,0.5546796893024686
0,2019,3,241.66666666666666,43.666666666666664,92.06666666666666,13.8,38.53333333333333,19.866666666666667,25.666666666666668,8.733333333333333,42.46666666666667,51.2,26.066666666666666,7.466666666666667,5.666666666666667,13.133333333333333,19.2,121.0,8.133333333333333,-0.8,5.2,3.533333333333333,0.6666666666666666,0.47429398986241855,0.35813148788927335,0.7740259740259741,0.5853328173374612,1,241.66666666666666,40.8,93.66666666666667,12.466666666666667,35.6,15.333333333333334,21.6,13.666666666666666,33.733333333333334,47.4,23.2,7.533333333333333,5.066666666666666,13.6,20.733333333333334,109.4,0.3333333333333333,-0.6666666666666666,-1.0,3.2,0.5333333333333333,0.43558718861209966,0.350187265917603,0.7098765432098766,0.5301894595363024
1,2019,1,245.0,39.6,89.0,11.666666666666666,33.2,20.266666666666666,25.666666666666668,10.733333333333333,34.4,45.13333333333333,25.8,7.8,4.733333333333333,13.066666666666666,20.466666666666665,111.13333333333334,-4.466666666666667,-2.066666666666667,0.5333333333333333,-0.4,0.4,0.4449438202247191,0.3514056224899598,0.7896103896103897,0.5540414783302313,1,241.66666666666666,44.733333333333334,88.86666666666666,14.533333333333333,35.13333333333333,11.6,15.066666666666666,8.8,37.86666666666667,46.666666666666664,30.4,8.0,6.066666666666666,14.8,20.8,115.6,10.533333333333333,4.2,-6.466666666666667,1.6666666666666667,0.8,0.5033758439609902,0.41366223908918404,0.7699115044247787,0.6052609533383597
0,2019,3,241.66666666666666,43.666666666666664,97.53333333333333,14.333333333333334,41.93333333333333,15.6,20.8,11.666666666666666,35.93333333333333,47.6,27.0,8.466666666666667,4.933333333333334,13.133333333333333,23.6,117.26666666666667,-3.3333333333333335,1.2,-7.466666666666667,-2.933333333333333,0.4666666666666667,0.44771018455228984,0.34181240063593005,0.75,0.5495913215187342,3,240.0,39.93333333333333,86.33333333333333,8.466666666666667,23.4,15.6,21.933333333333334,9.6,33.13333333333333,42.733333333333334,25.466666666666665,7.866666666666666,3.8666666666666667,13.533333333333333,18.866666666666667,103.93333333333334,-2.1333333333333333,-2.8666666666666667,0.3333333333333333,-1.4666666666666666,0.3333333333333333,0.46254826254826253,0.36182336182336183,0.7112462006079028,0.5414096793910096
0,2020,2,240.0,32.0,83.0,10.0,27.0,21.0,31.0,7.0,41.0,48.0,15.0,5.0,4.0,16.0,23.0,95.0,-5.0,4.0,7.0,-1.0,0.0,0.3855421686746988,0.37037037037037035,0.6774193548387096,0.4915149006622517,2,240.0,37.0,93.0,11.0,41.0,15.0,18.0,11.0,36.0,47.0,26.0,6.0,3.0,17.0,32.0,100.0,-8.0,-0.0,-12.0,1.0,0.0,0.3978494623655914,0.2682926829268293,0.8333333333333334,0.49544193420531113
0,2020,2,240.0,34.0,87.0,10.0,29.0,17.0,26.0,12.0,35.0,47.0,17.0,5.0,5.0,27.0,24.0,95.0,-29.0,-1.0,2.0,3.0,0.0,0.39080459770114945,0.3448275862068966,0.6538461538461539,0.48252742787484765,2,240.0,36.0,87.0,7.0,28.0,21.0,23.0,13.0,35.0,48.0,13.0,9.0,4.0,20.0,25.0,100.0,-8.0,-11.0,-1.0,3.0,0.0,0.41379310344827586,0.25,0.9130434782608695,0.514827018121911
1,2020,3,240.0,37.0,85.0,13.0,33.0,15.0,21.0,9.0,32.0,41.0,20.0,4.0,7.0,15.0,24.0,102.0,-10.0,2.0,-2.0,-4.0,0.0,0.43529411764705883,0.3939393939393939,0.7142857142857143,0.5411714770797963,2,240.0,40.0,90.0,6.0,24.0,14.0,20.0,11.0,38.0,49.0,15.0,4.0,5.0,11.0,31.0,100.0,5.0,-4.0,-7.0,1.0,1.0,0.4444444444444444,0.25,0.7,0.5060728744939271
1,2020,2,265.0,48.0,101.0,15.0,34.0,15.0,26.0,10.0,38.0,48.0,19.0,8.0,9.0,16.0,30.0,126.0,-1.0,2.0,-7.0,-4.0,0.0,0.4752475247524752,0.4411764705882353,0.5769230769230769,0.5602988260405549,2,240.0,44.0,94.0,10.0,30.0,13.0,18.0,5.0,34.0,39.0,24.0,16.0,1.0,14.0,32.0,111.0,-9.0,3.0,-16.0,-12.0,0.0,0.46808510638297873,0.3333333333333333,0.7222222222222222,0.5445447409733124
1,2020,2,240.0,33.0,90.0,7.0,26.0,20.0,34.0,10.0,31.0,41.0,18.0,4.0,2.0,11.0,29.0,93.0,-14.0,-0.0,-6.0,-21.0,0.0,0.36666666666666664,0.2692307692307692,0.5882352941176471,0.4430259146341463,3,265.0,42.0,103.0,14.0,40.0,32.0,38.0,16.0,41.0,57.0,23.0,7.0,3.0,17.0,24.0,130.0,8.0,-5.0,15.0,4.0,1.0,0.4077669902912621,0.35,0.8421052631578947,0.5429335115268961
0,2020,2,240.0,38.0,89.0,5.0,32.0,20.0,30.0,9.0,31.0,40.0,22.0,9.0,7.0,24.0,31.0,101.0,-19.0,-2.0,-13.0,-11.0,0.0,0.42696629213483145,0.15625,0.6666666666666666,0.49412915851272016,2,240.0,49.0,105.0,9.0,30.0,18.0,22.0,20.0,29.0,49.0,25.0,11.0,4.0,12.0,20.0,125.0,-1.0,-14.0,5.0,8.0,0.0,0.4666666666666667,0.3,0.8181818181818182,0.5449947680502267
0,2020,2,240.0,45.0,88.0,23.0,44.0,13.0,16.0,9.0,32.0,41.0,28.0,3.0,4.0,19.0,18.0,126.0,1.0,14.0,-5.0,-8.0,1.0,0.5113636363636364,0.5227272727272727,0.8125,0.6628787878787878,2,265.0,46.0,108.0,13.0,43.0,22.0,28.0,12.0,40.0,52.0,23.0,9.0,4.0,13.0,22.0,127.0,1.0,-2.0,7.0,4.0,1.0,0.42592592592592593,0.3023255813953488,0.7857142857142857,0.5277593085106383
0,2020,3,265.0,43.0,102.0,19.0,45.0,17.0,20.0,16.0,37.0,53.0,30.0,4.0,9.0,19.0,34.0,122.0,-8.0,5.0,-15.0,-4.0,0.0,0.4215686274509804,0.4222222222222222,0.85,0.5505415162454874,2,240.0,35.0,76.0,11.0,36.0,27.0,33.0,5.0,41.0,46.0,17.0,6.0,5.0,20.0,22.0,108.0,8.0,0.0,12.0,-1.0,1.0,0.4605263157894737,0.3055555555555556,0.8181818181818182,0.5965532479010164
1,2020,2,240.0,34.0,81.0,18.0,32.0,22.0,27.0,11.0,34.0,45.0,24.0,11.0,4.0,20.0,23.0,108.0,8.0,11.0,1.0,-3.0,1.0,0.41975308641975306,0.5625,0.8148148148148148,0.5813953488372093,2,240.0,49.0,98.0,11.0,33.0,15.0,18.0,9.0,35.0,44.0,31.0,13.0,9.0,14.0,25.0,124.0,29.0,1.0,-2.0,-3.0,1.0,0.5,0.3333333333333333,0.8333333333333334,0.5853474320241692
1,2020,2,240.0,33.0,90.0,16.0,48.0,29.0,39.0,10.0,47.0,57.0,25.0,6.0,6.0,14.0,25.0,111.0,-6.0,0.0,20.0,4.0,0.0,0.36666666666666664,0.3333333333333333,0.7435897435897436,0.5179171332586786,1,252.5,44.0,100.0,17.0,43.0,14.0,17.5,14.0,36.5,50.5,30.0,5.0,6.0,16.5,28.0,119.0,-7.5,3.0,-11.5,-2.5,0.0,0.44,0.3953488372093023,0.8,0.552460538532962
0,2020,2,240.0,46.0,99.0,16.0,46.0,9.0,18.0,6.0,47.0,53.0,31.0,7.0,10.0,11.0,27.0,117.0,6.0,-0.0,-20.0,-4.0,1.0,0.46464646464646464,0.34782608695652173,0.5,0.5471380471380471,3,240.0,40.0,85.0,7.0,18.0,33.0,39.0,11.0,40.0,51.0,18.0,9.0,8.0,21.0,33.0,120.0,19.0,2.0,13.0,11.0,1.0,0.47058823529411764,0.3888888888888889,0.8461538461538461,0.5873140172278779
1,2020,2,240.0,44.0,86.0,11.0,31.0,18.0,21.0,8.0,34.0,42.0,27.0,9.0,2.0,13.0,15.0,117.0,17.0,1.0,-2.0,3.0,1.0,0.5116279069767442,0.3548387096774194,0.8571428571428571,0.6142377152456951,3,240.0,37.0,86.0,9.0,30.0,11.0,19.0,7.0,39.0,46.0,24.0,12.0,4.0,13.0,18.0,94.0,9.0,0.0,1.0,-8.0,1.0,0.43023255813953487,0.3,0.5789473684210527,0.49809241203899957
0,2020,1,240.0,44.5,99.0,10.5,36.0,18.0,23.0,14.5,32.5,47.0,21.5,12.5,5.5,13.0,20.5,117.5,3.5,-6.0,4.5,-1.5,0.5,0.4494949494949495,0.2916666666666667,0.782608695652174,0.5383980938416422,1,252.5,39.5,90.5,16.0,38.0,23.0,27.5,10.5,41.0,51.5,22.5,4.5,4.5,20.0,26.0,118.0,1.0,0.0,7.0,-3.0,0.5,0.43646408839779005,0.42105263157894735,0.8363636363636363,0.5750487329434698
